row_number,test_short_name,test_full_name,date_sample_submitted,client_name,client_type,sample_type,site,sample_description_number_1,sample_description_number_2,sample_description_number_3,sample_description_number_4,analytical_company_name,lab_number,measurement_name,measurement_result
10859,S006W,SPE Analysis (Extracted w/ Client Water),2021-06-03T00:00:00Z,TGC,Golf,SPE,B,FAIRWAY,1 BAD,NA,NA,"TORV, LLC",0072,Chloride (ppm),236
10860,S006W,SPE Analysis (Extracted w/ Client Water),2021-06-03T00:00:00Z,TGC,Golf,SPE,B,FAIRWAY,1 BAD,NA,NA,"TORV, LLC",0072,Total Nitrogen (ppm),62.7
10861,S006W,SPE Analysis (Extracted w/ Client Water),2021-06-03T00:00:00Z,TGC,Golf,SPE,B,FAIRWAY,1 BAD,NA,NA,"TORV, LLC",0072,Ammonium (ppm),NA
10862,S006W,SPE Analysis (Extracted w/ Client Water),2021-06-03T00:00:00Z,TGC,Golf,SPE,B,FAIRWAY,1 BAD,NA,NA,"TORV, LLC",0072,Bicarbonate (ppm),258.69
10863,S006W,SPE Analysis (Extracted w/ Client Water),2021-06-03T00:00:00Z,TGC,Golf,SPE,B,FAIRWAY,1 BAD,NA,NA,"TORV, LLC",0072,Sulfur (ppm),130.56
10864,S006W,SPE Analysis (Extracted w/ Client Water),2021-06-03T00:00:00Z,TGC,Golf,SPE,B,FAIRWAY,1 BAD,NA,NA,"TORV, LLC",0072,Phosphorus (ppm),1.86
10865,S006W,SPE Analysis (Extracted w/ Client Water),2021-06-03T00:00:00Z,TGC,Golf,SPE,B,FAIRWAY,1 BAD,NA,NA,"TORV, LLC",0072,Calcium (ppm),35.11
10866,S006W,SPE Analysis (Extracted w/ Client Water),2021-06-03T00:00:00Z,TGC,Golf,SPE,B,FAIRWAY,1 BAD,NA,NA,"TORV, LLC",0072,Calcium (mEq/L),1.75
10867,S006W,SPE Analysis (Extracted w/ Client Water),2021-06-03T00:00:00Z,TGC,Golf,SPE,B,FAIRWAY,1 BAD,NA,NA,"TORV, LLC",0072,Calcium (%),6.16
10868,S006W,SPE Analysis (Extracted w/ Client Water),2021-06-03T00:00:00Z,TGC,Golf,SPE,B,FAIRWAY,1 BAD,NA,NA,"TORV, LLC",0072,Magnesium (ppm),12.19
10869,S006W,SPE Analysis (Extracted w/ Client Water),2021-06-03T00:00:00Z,TGC,Golf,SPE,B,FAIRWAY,1 BAD,NA,NA,"TORV, LLC",0072,Magnesium (mEq/L),1
10870,S006W,SPE Analysis (Extracted w/ Client Water),2021-06-03T00:00:00Z,TGC,Golf,SPE,B,FAIRWAY,1 BAD,NA,NA,"TORV, LLC",0072,Magnesium (%),3.52
10871,S006W,SPE Analysis (Extracted w/ Client Water),2021-06-03T00:00:00Z,TGC,Golf,SPE,B,FAIRWAY,1 BAD,NA,NA,"TORV, LLC",0072,Potassium (ppm),32.82
10872,S006W,SPE Analysis (Extracted w/ Client Water),2021-06-03T00:00:00Z,TGC,Golf,SPE,B,FAIRWAY,1 BAD,NA,NA,"TORV, LLC",0072,Potassium (mEq/L),0.84
10873,S006W,SPE Analysis (Extracted w/ Client Water),2021-06-03T00:00:00Z,TGC,Golf,SPE,B,FAIRWAY,1 BAD,NA,NA,"TORV, LLC",0072,Potassium (%),2.95
10874,S006W,SPE Analysis (Extracted w/ Client Water),2021-06-03T00:00:00Z,TGC,Golf,SPE,B,FAIRWAY,1 BAD,NA,NA,"TORV, LLC",0072,Sodium (ppm),571.97
10875,S006W,SPE Analysis (Extracted w/ Client Water),2021-06-03T00:00:00Z,TGC,Golf,SPE,B,FAIRWAY,1 BAD,NA,NA,"TORV, LLC",0072,Sodium (mEq/L),24.87
10876,S006W,SPE Analysis (Extracted w/ Client Water),2021-06-03T00:00:00Z,TGC,Golf,SPE,B,FAIRWAY,1 BAD,NA,NA,"TORV, LLC",0072,Sodium (%),87.37
10877,S006W,SPE Analysis (Extracted w/ Client Water),2021-06-03T00:00:00Z,TGC,Golf,SPE,B,FAIRWAY,1 BAD,NA,NA,"TORV, LLC",0072,Total (mEq/L),28.46
10878,S006W,SPE Analysis (Extracted w/ Client Water),2021-06-03T00:00:00Z,TGC,Golf,SPE,B,FAIRWAY,1 BAD,NA,NA,"TORV, LLC",0072,Total (%),100
10879,S006W,SPE Analysis (Extracted w/ Client Water),2021-06-03T00:00:00Z,TGC,Golf,SPE,B,FAIRWAY,1 BAD,NA,NA,"TORV, LLC",0072,Boron (ppm),1.3
10880,S006W,SPE Analysis (Extracted w/ Client Water),2021-06-03T00:00:00Z,TGC,Golf,SPE,B,FAIRWAY,1 BAD,NA,NA,"TORV, LLC",0072,Iron (ppm),14.1
10881,S006W,SPE Analysis (Extracted w/ Client Water),2021-06-03T00:00:00Z,TGC,Golf,SPE,B,FAIRWAY,1 BAD,NA,NA,"TORV, LLC",0072,Manganese (ppm),0.29
10882,S006W,SPE Analysis (Extracted w/ Client Water),2021-06-03T00:00:00Z,TGC,Golf,SPE,B,FAIRWAY,1 BAD,NA,NA,"TORV, LLC",0072,Copper (ppm),0.1
10883,S006W,SPE Analysis (Extracted w/ Client Water),2021-06-03T00:00:00Z,TGC,Golf,SPE,B,FAIRWAY,1 BAD,NA,NA,"TORV, LLC",0072,Zinc (ppm),0.1
10884,S006W,SPE Analysis (Extracted w/ Client Water),2021-06-03T00:00:00Z,TGC,Golf,SPE,B,FAIRWAY,1 BAD,NA,NA,"TORV, LLC",0072,Aluminum (ppm),23.94
10885,S006W,SPE Analysis (Extracted w/ Client Water),2021-06-03T00:00:00Z,TGC,Golf,SPE,B,FAIRWAY,1 BAD,NA,NA,"TORV, LLC",0072,ESP (calculated),23.07
10886,S006W,SPE Analysis (Extracted w/ Client Water),2021-06-03T00:00:00Z,TGC,Golf,SPE,B,FAIRWAY,1 BAD,NA,NA,"TORV, LLC",0072,SAR (calculated),21.19
10887,W002,Standard Irrigation Water Analysis,2021-07-01T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,18,NA,NA,"TORV, LLC",1594,pH,6.57
10888,W002,Standard Irrigation Water Analysis,2021-07-01T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,18,NA,NA,"TORV, LLC",1594,Hardness (ppm),124.41
10889,W002,Standard Irrigation Water Analysis,2021-07-01T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,18,NA,NA,"TORV, LLC",1594,Hardness (grains/gal),7.28
10890,W002,Standard Irrigation Water Analysis,2021-07-01T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,18,NA,NA,"TORV, LLC",1594,Conductivity (mmhos/cm),0.22
10891,W002,Standard Irrigation Water Analysis,2021-07-01T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,18,NA,NA,"TORV, LLC",1594,SAR,0.1
10892,W002,Standard Irrigation Water Analysis,2021-07-01T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,18,NA,NA,"TORV, LLC",1594,Adjusted SAR,0.14
10893,W002,Standard Irrigation Water Analysis,2021-07-01T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,18,NA,NA,"TORV, LLC",1594,pHc,8.01
10894,W002,Standard Irrigation Water Analysis,2021-07-01T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,18,NA,NA,"TORV, LLC",1594,Residual Sodium Carbonate (RSC),-0.26
10895,W002,Standard Irrigation Water Analysis,2021-07-01T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,18,NA,NA,"TORV, LLC",1594,Calcium (ppm),33.37
10896,W002,Standard Irrigation Water Analysis,2021-07-01T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,18,NA,NA,"TORV, LLC",1594,Calcium (mEq/L),1.67
10897,W002,Standard Irrigation Water Analysis,2021-07-01T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,18,NA,NA,"TORV, LLC",1594,Calcium (lbs/ac in),7.57
10898,W002,Standard Irrigation Water Analysis,2021-07-01T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,18,NA,NA,"TORV, LLC",1594,Magnesium (ppm),3.66
10899,W002,Standard Irrigation Water Analysis,2021-07-01T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,18,NA,NA,"TORV, LLC",1594,Magnesium (mEq/L),0.3
10900,W002,Standard Irrigation Water Analysis,2021-07-01T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,18,NA,NA,"TORV, LLC",1594,Magnesium (lbs/ac in),0.83
10901,W002,Standard Irrigation Water Analysis,2021-07-01T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,18,NA,NA,"TORV, LLC",1594,Potassium (ppm),0.94
10902,W002,Standard Irrigation Water Analysis,2021-07-01T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,18,NA,NA,"TORV, LLC",1594,Potassium (mEq/L),0.02
10903,W002,Standard Irrigation Water Analysis,2021-07-01T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,18,NA,NA,"TORV, LLC",1594,Potassium (lbs/ac in),0.21
10904,W002,Standard Irrigation Water Analysis,2021-07-01T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,18,NA,NA,"TORV, LLC",1594,Sodium (ppm),2.25
10905,W002,Standard Irrigation Water Analysis,2021-07-01T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,18,NA,NA,"TORV, LLC",1594,Sodium (mEq/L),0.1
10906,W002,Standard Irrigation Water Analysis,2021-07-01T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,18,NA,NA,"TORV, LLC",1594,Sodium (lbs/ac in),0.51
10907,W002,Standard Irrigation Water Analysis,2021-07-01T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,18,NA,NA,"TORV, LLC",1594,Iron (ppm),14.52
10908,W002,Standard Irrigation Water Analysis,2021-07-01T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,18,NA,NA,"TORV, LLC",1594,Iron (lbs/ac in),3.29
10909,W002,Standard Irrigation Water Analysis,2021-07-01T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,18,NA,NA,"TORV, LLC",1594,Total Alkalinity-CaCO3 (ppm),85.09
10910,W002,Standard Irrigation Water Analysis,2021-07-01T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,18,NA,NA,"TORV, LLC",1594,Total Alkalinity-CaCO3 (lbs/ac in),19.3
10911,W002,Standard Irrigation Water Analysis,2021-07-01T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,18,NA,NA,"TORV, LLC",1594,Carbonate (ppm),0
10912,W002,Standard Irrigation Water Analysis,2021-07-01T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,18,NA,NA,"TORV, LLC",1594,Bicarbonate (ppm),103.82
10913,W002,Standard Irrigation Water Analysis,2021-07-01T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,18,NA,NA,"TORV, LLC",1594,Bicarbonate (mEq/L),1.7
10914,W002,Standard Irrigation Water Analysis,2021-07-01T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,18,NA,NA,"TORV, LLC",1594,Bicarbonate (lbs/ac in),23.55
10915,W002,Standard Irrigation Water Analysis,2021-07-01T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,18,NA,NA,"TORV, LLC",1594,Hydroxide (ppm),0
10916,W002,Standard Irrigation Water Analysis,2021-07-01T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,18,NA,NA,"TORV, LLC",1594,Chloride (ppm),NA
10917,W002,Standard Irrigation Water Analysis,2021-07-01T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,18,NA,NA,"TORV, LLC",1594,Sulfate (ppm),32.58
10918,W002,Standard Irrigation Water Analysis,2021-07-01T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,18,NA,NA,"TORV, LLC",1594,Sulfate (mEq/L),0.68
10919,W002,Standard Irrigation Water Analysis,2021-07-01T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,18,NA,NA,"TORV, LLC",1594,Sulfate (lbs/ac in),7.39
10920,W002,Standard Irrigation Water Analysis,2021-07-01T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,18,NA,NA,"TORV, LLC",1594,Salt Concentration - TDS (ppm),140.86
10921,W002,Standard Irrigation Water Analysis,2021-07-01T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,18,NA,NA,"TORV, LLC",1594,Salt Concentration - TDS (lbs/ac in),31.95
10922,W002,Standard Irrigation Water Analysis,2021-07-01T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,18,NA,NA,"TORV, LLC",1594,Boron (ppm),NA
10923,W002,Standard Irrigation Water Analysis,2021-07-01T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,18,NA,NA,"TORV, LLC",1594,Cation/Anion Ratio,0.88
10924,S001N,Standard Soil Test & Available N,2021-07-01T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,5,NA,NA,"TORV, LLC",0027-1,Total Exchange Capacity (meq/100g),3.27
10925,S001N,Standard Soil Test & Available N,2021-07-01T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,5,NA,NA,"TORV, LLC",0027-1,pH,7.8
10926,S001N,Standard Soil Test & Available N,2021-07-01T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,5,NA,NA,"TORV, LLC",0027-1,Organic Matter (%),0.86
10927,S001N,Standard Soil Test & Available N,2021-07-01T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,5,NA,NA,"TORV, LLC",0027-1,Estimated Nitrogen Release (lbs N/1000),1
10928,S001N,Standard Soil Test & Available N,2021-07-01T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,5,NA,NA,"TORV, LLC",0027-1,Sulfur (ppm),6
10929,S001N,Standard Soil Test & Available N,2021-07-01T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,5,NA,NA,"TORV, LLC",0027-1,Phosphorus (ppm),24
10930,S001N,Standard Soil Test & Available N,2021-07-01T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,5,NA,NA,"TORV, LLC",0027-1,Bray II P (ppm),51
10931,S001N,Standard Soil Test & Available N,2021-07-01T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,5,NA,NA,"TORV, LLC",0027-1,Calcium (ppm),454
10932,S001N,Standard Soil Test & Available N,2021-07-01T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,5,NA,NA,"TORV, LLC",0027-1,Magnesium (ppm),79
10933,S001N,Standard Soil Test & Available N,2021-07-01T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,5,NA,NA,"TORV, LLC",0027-1,Potassium (ppm),57
10934,S001N,Standard Soil Test & Available N,2021-07-01T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,5,NA,NA,"TORV, LLC",0027-1,Sodium (ppm),17
10935,S001N,Standard Soil Test & Available N,2021-07-01T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,5,NA,NA,"TORV, LLC",0027-1,Calcium (%),69.42
10936,S001N,Standard Soil Test & Available N,2021-07-01T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,5,NA,NA,"TORV, LLC",0027-1,Magnesium (%),20.13
10937,S001N,Standard Soil Test & Available N,2021-07-01T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,5,NA,NA,"TORV, LLC",0027-1,Potassium (%),4.47
10938,S001N,Standard Soil Test & Available N,2021-07-01T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,5,NA,NA,"TORV, LLC",0027-1,Sodium (%),2.26
10939,S001N,Standard Soil Test & Available N,2021-07-01T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,5,NA,NA,"TORV, LLC",0027-1,Other Bases (%),3.6
10940,S001N,Standard Soil Test & Available N,2021-07-01T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,5,NA,NA,"TORV, LLC",0027-1,Hydrogen (%),0
10941,S001N,Standard Soil Test & Available N,2021-07-01T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,5,NA,NA,"TORV, LLC",0027-1,Boron (ppm),0.26
10942,S001N,Standard Soil Test & Available N,2021-07-01T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,5,NA,NA,"TORV, LLC",0027-1,Iron (ppm),65
10943,S001N,Standard Soil Test & Available N,2021-07-01T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,5,NA,NA,"TORV, LLC",0027-1,Manganese (ppm),14
10944,S001N,Standard Soil Test & Available N,2021-07-01T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,5,NA,NA,"TORV, LLC",0027-1,Copper (ppm),0.31
10945,S001N,Standard Soil Test & Available N,2021-07-01T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,5,NA,NA,"TORV, LLC",0027-1,Zinc (ppm),1.43
10946,S001N,Standard Soil Test & Available N,2021-07-01T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,5,NA,NA,"TORV, LLC",0027-1,Aluminum (ppm),91
10947,S001N,Standard Soil Test & Available N,2021-07-01T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,5,NA,NA,"TORV, LLC",0027-1,Total Nitrogen (ppm),NA
10948,S001N,Standard Soil Test & Available N,2021-07-01T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,5,NA,NA,"TORV, LLC",0027-1,Ammonium (ppm),0.8
10949,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,16,NA,NA,"TORV, LLC",0023,pH,7.4
10950,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,16,NA,NA,"TORV, LLC",0023,Soluble Salts (ppm),570
10951,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,16,NA,NA,"TORV, LLC",0023,Chloride (ppm),22
10952,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,16,NA,NA,"TORV, LLC",0023,Total Nitrogen (ppm),1.8
10953,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,16,NA,NA,"TORV, LLC",0023,Ammonium (ppm),3.3
10954,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,16,NA,NA,"TORV, LLC",0023,Bicarbonate (ppm),149.35
10955,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,16,NA,NA,"TORV, LLC",0023,Sulfur (ppm),23.01
10956,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,16,NA,NA,"TORV, LLC",0023,Phosphorus (ppm),3.27
10957,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,16,NA,NA,"TORV, LLC",0023,Calcium (ppm),70.39
10958,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,16,NA,NA,"TORV, LLC",0023,Calcium (mEq/L),3.51
10959,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,16,NA,NA,"TORV, LLC",0023,Calcium (%),60.48
10960,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,16,NA,NA,"TORV, LLC",0023,Magnesium (ppm),11.37
10961,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,16,NA,NA,"TORV, LLC",0023,Magnesium (mEq/L),0.94
10962,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,16,NA,NA,"TORV, LLC",0023,Magnesium (%),16.11
10963,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,16,NA,NA,"TORV, LLC",0023,Potassium (ppm),39.01
10964,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,16,NA,NA,"TORV, LLC",0023,Potassium (mEq/L),1
10965,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,16,NA,NA,"TORV, LLC",0023,Potassium (%),17.18
10966,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,16,NA,NA,"TORV, LLC",0023,Sodium (ppm),8.33
10967,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,16,NA,NA,"TORV, LLC",0023,Sodium (mEq/L),0.36
10968,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,16,NA,NA,"TORV, LLC",0023,Sodium (%),6.23
10969,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,16,NA,NA,"TORV, LLC",0023,Total (mEq/L),5.81
10970,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,16,NA,NA,"TORV, LLC",0023,Total (%),100
10971,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,16,NA,NA,"TORV, LLC",0023,Boron (ppm),0.05
10972,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,16,NA,NA,"TORV, LLC",0023,Iron (ppm),1.6
10973,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,16,NA,NA,"TORV, LLC",0023,Manganese (ppm),1.04
10974,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,16,NA,NA,"TORV, LLC",0023,Copper (ppm),0.04
10975,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,16,NA,NA,"TORV, LLC",0023,Zinc (ppm),0.09
10976,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,16,NA,NA,"TORV, LLC",0023,Aluminum (ppm),2.08
10977,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,16,NA,NA,"TORV, LLC",0023,ESP (calculated),NA
10978,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,16,NA,NA,"TORV, LLC",0023,SAR (calculated),0.24
10979,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,17,NA,NA,"TORV, LLC",0024,pH,7.4
10980,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,17,NA,NA,"TORV, LLC",0024,Soluble Salts (ppm),548
10981,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,17,NA,NA,"TORV, LLC",0024,Chloride (ppm),21
10982,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,17,NA,NA,"TORV, LLC",0024,Total Nitrogen (ppm),0.5
10983,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,17,NA,NA,"TORV, LLC",0024,Ammonium (ppm),1.8
10984,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,17,NA,NA,"TORV, LLC",0024,Bicarbonate (ppm),140.46
10985,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,17,NA,NA,"TORV, LLC",0024,Sulfur (ppm),21.92
10986,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,17,NA,NA,"TORV, LLC",0024,Phosphorus (ppm),3.63
10987,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,17,NA,NA,"TORV, LLC",0024,Calcium (ppm),67.84
10988,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,17,NA,NA,"TORV, LLC",0024,Calcium (mEq/L),3.39
10989,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,17,NA,NA,"TORV, LLC",0024,Calcium (%),59.08
10990,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,17,NA,NA,"TORV, LLC",0024,Magnesium (ppm),11.14
10991,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,17,NA,NA,"TORV, LLC",0024,Magnesium (mEq/L),0.92
10992,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,17,NA,NA,"TORV, LLC",0024,Magnesium (%),15.99
10993,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,17,NA,NA,"TORV, LLC",0024,Potassium (ppm),39.17
10994,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,17,NA,NA,"TORV, LLC",0024,Potassium (mEq/L),1
10995,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,17,NA,NA,"TORV, LLC",0024,Potassium (%),17.48
10996,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,17,NA,NA,"TORV, LLC",0024,Sodium (ppm),9.82
10997,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,17,NA,NA,"TORV, LLC",0024,Sodium (mEq/L),0.43
10998,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,17,NA,NA,"TORV, LLC",0024,Sodium (%),7.45
10999,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,17,NA,NA,"TORV, LLC",0024,Total (mEq/L),5.73
11000,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,17,NA,NA,"TORV, LLC",0024,Total (%),100
11001,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,17,NA,NA,"TORV, LLC",0024,Boron (ppm),0.04
11002,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,17,NA,NA,"TORV, LLC",0024,Iron (ppm),2.81
11003,S006W,SPE Analysis (Extracted w/ Client Water),2021-07-01T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,17,NA,NA,"TORV, LLC",0024,Manganese (ppm),0.64
